datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
1980-12-11 23:45:00,birmingham (uk/england),,gb,other,300,5 minuites,a huge roaring sound of some kind of animal sounding much bigger than a lion ..,9/2/2005,52.466667,-1.916667
1992-12-11 22:00:00,st. andrews (uk/scotland),,gb,sphere,600,10mns. ?,large sphere on the ground which reflected multicoloured light when spotlight hit it.,1/17/2004,56.333333,-2.7833330000000003
2001-12-11 22:50:00,north yorkshire (uk/england),,gb,light,10,5-10 seconds,Very bright disc shaped object travelling at intense speed,1/11/2002,54.166667,-1.5
2002-12-11 20:56:00,leeds (uk/england),,gb,light,15,15 seconds,4 lights&#44in formation&#44changing directions and formations&#44then leaving.,12/23/2002,53.8,-1.583333
2003-12-11 16:00:00,cardiff (uk/wales),,gb,light,2700,45 mins,Very Bright Stationary object in S>WALES,12/19/2003,51.5,-3.2
2006-12-11 22:50:00,birmingham (uk/england),,gb,egg,2,2 seconds,Bright blue&#44 white egg shaped light flying very fast and low from right to left of my sight for 2 seconds in Sutton coldfied England.,12/14/2006,52.466667,-1.916667
2006-12-11 22:55:00,birmingham (uk/england),,gb,light,5,5 seconds,11/12/06&#44 22.50. Green light&#44&#44 travelling fast&#44 5 seconds view over Birmingham UK,12/14/2006,52.466667,-1.916667
2006-12-11 22:58:00,doncaster (uk/england),,gb,light,5,5 seconds,22:58 hours&#44 A bright light traveling 1000s of miles a hour&#44 so low and so quite&#44 going over the horizon &#44 it wasen&#39t a shooting star i,2/4/2013,53.533333,-1.116667
2006-12-11 23:15:00,birmingham (uk/england),,gb,flash,10,10 secs,bright light travelling at collosul speed .it seemed about 200yrds from the ground . with whooshing noise.,12/14/2006,52.466667,-1.916667
2012-12-11 20:00:00,durham (uk/england),,gb,other,360,~6 minutes,4 red lights in perfect formation&#44 no sound or pulsating lights.,2/4/2013,54.766667,-1.566667
1951-12-01 19:00:00,crewe (uk/england),,gb,cigar,15,15seconds,This was in the city&#44 I caught a movement over my shoulder and saw a very low black object going north.  It appeared to be floating and,3/19/2002,53.1,-2.433333
1996-01-21 22:45:00,walsall (uk/england),,gb,circle,60,1 minute aprx,small red object with zore degree turning circle,4/25/2002,52.6,-2.0
2001-12-01 22:35:00,horsham (uk/england),,gb,fireball,20,15 -20 sec,  Fireball.,12/5/2001,51.05,-0.333333
2007-01-21 19:30:00,accrington (uk/england),,gb,other,600,10 minutes,Strange aircraft in sky over Lancashire&#44,2/1/2007,53.766667,-2.35
2008-12-01 04:05:00,birkenhead (uk/england),,gb,diamond,8,8 seconds,Dull orange glowing diamon shaped craft flying extremelly high at rapid velocity.,1/10/2009,53.4,-3.0333330000000003
2008-01-21 18:00:00,nottingham (uk/england),,gb,diamond,240,4 mins,((HOAX??))  The object was travelling at quite high speeds&#33,1/21/2008,52.966667,-1.166667
2012-12-01 17:10:00,lancashire (uk/england),,gb,sphere,60,1 minute,A few minutes ago I was watching a satellite slowly moving across the sky towards the south and wa.,12/20/2012,53.888996,-2.633778
2001-12-12 18:07:00,carlisle (uk/england),,gb,unknown,30,30 secs,Large bright object&#44 with tear shaped aura dissapeared after being observed travelling at high speed.,1/11/2002,54.883333,-2.933333
2002-12-12 06:00:00,somerset (uk/england),,gb,disk,1560,26 mins,one  disk&#44 with bright lights over my house,3/4/2003,51.083333,-3.0
2002-12-12 22:20:00,maidstone (uk/england),,gb,teardrop,300,4-5 mins,one of the objects seemed to crash land.,12/23/2002,51.266667,0.516667
2006-12-12 18:00:00,coatbridge (uk/scotland),,gb,oval,5,5 seconds,Round&#44 bright greem&#44 bright green oval egg shaped shooting upwards into the sky with green mist trail,12/14/2006,55.866667,-4.033333
2006-12-12 23:00:00,coatbridge (uk/scotland),,gb,circle,3,2 - 3 seconds,Double sighting,2/24/2007,55.866667,-4.033333
2008-12-12 21:29:00,manchester (uk/england),,gb,sphere,45,45seconds,((HOAX??))  orange mesh spheres descend on M14 6QA,1/10/2009,53.5,-2.2166669999999997
2011-12-12 11:09:00,bristol (avon) (uk/england),,gb,sphere,60,less than 1 minute,Sphere shaped object rising and tracking across the sky below a rainbow.,12/17/2011,51.45,-2.583333
1998-12-13 02:00:00,ashburton (uk/england),,gb,cigar,120,2 minutes,Four large white lights surrounded by a luminus edge,5/24/2005,50.516667,-3.75
2001-12-13 15:25:00,cardiff (uk/wales),,gb,other,60,1 minute,2 saucers connected by a cigar,1/11/2002,51.5,-3.2
2009-12-13 17:38:00,ellesmere port (uk/england),,gb,diamond,240,3-4 minutes,2 deep orange diamond shaped lights in the sky in a small part of England,2/14/2010,53.283333,-2.9
2003-12-14 23:00:00,newport (uk/wales),,gb,light,15,10-15 secs,a disappearing star in the night?,12/19/2003,52.016667,-4.8333330000000005
2010-12-14 22:10:00,london (uk/england),,gb,light,3,3 seconds,Amazing bright white light at warp speed,1/5/2011,51.514125,-0.093689
2011-12-14 00:00:00,manchester (uk/england),,gb,fireball,3,2-3seconds,Strange green fireball streaking/falling in the sky,12/17/2011,53.5,-2.2166669999999997
2003-12-15 23:00:00,dunstable (uk/england),,gb,unknown,900,15 mins,it was blured,12/19/2003,51.883333,-0.516667
2003-12-15 23:50:00,coventry (uk/england),,gb,light,2,seconds,1 bright light  travelling with no noise &amp; at close proximity (200-300m)  then disapearing,12/19/2003,52.416667,-1.55
2005-12-15 07:30:00,scarborough (uk/england),,gb,oval,8,8 seconds,((HOAX POSSIBLY))  It was winter of 2005 and a cold night.,5/15/2006,54.287222,-0.414167
2007-12-15 19:10:00,london (uk/england),,gb,other,600,7-10 mins,Large white orb and several lights chased by unmarked black military helicopter,1/21/2008,51.514125,-0.093689
2008-12-15 18:09:00,derby (uk/england),,gb,circle,300,5 mins,Two Bright lights move slowly over Derby before being joined by a third to form a triangle.,1/10/2009,53.166667,-1.583333
2010-12-15 18:15:00,uplyme (uk/england),,gb,circle,300,5 minutes,strange light seen over shapwick area in uplyme uk,1/5/2011,50.733333,-2.9666669999999997
2012-12-15 03:13:00,darwen (uk/england),,gb,light,1,split second,A trail of light that spiralled extremely quickly ruling out comet&#44 meteor etc.,12/20/2012,53.7,-2.4666669999999997
1972-12-16 22:30:00,gravesend (uk/england),,gb,triangle,20,15-20 seconds,the three lights moved horizontal 1/4- 1/2 mile then shot up at great speed at 45 % stiil horizontal,9/2/2005,51.433333,0.366667
2001-12-17 18:40:00,addlestone (uk/england),,gb,formation,60,1minute,Two craft seen moving at great speed over England.,1/11/2002,51.366667,-0.483333
2002-12-17 22:56:00,congerstone (uk/england),,gb,diamond,600,10 mins,The sky was bright over the fields we could see the northern lights.To our right hovering in the air stationary&#44 just hanging in the ai,12/23/2002,52.633333,-1.45
2000-12-18 12:30:00,london (uk/england),,gb,light,180,3 minutes,i was amazed and i stared and fixed on the image. just like other members in the hall,12/20/2000,51.514125,-0.093689
2007-12-18 23:30:00,helmsley (uk/england),,gb,light,30,30 seconds,bright light purued by military aircraft,6/12/2008,54.25,-1.066667
2002-12-19 06:20:00,london (uk/england),,gb,diamond,10,10 seconds,Moving very fast east to west&#44 diamond shaped with long tail&#44 definately not natural.,3/4/2003,51.514125,-0.093689
2002-12-19 06:30:00,ystradgynlais (uk/wales),,gb,teardrop,20,20 seconds,One teardrop-shaped object silently streaked across the sky trailing a fiery plume.,12/23/2002,51.766667,-3.766667
2004-12-19 18:00:00,brighton (uk/england),,gb,light,60,1 minute,A bright light hovered some distance away for a minute&#44 before bursting into 4 or 5 lights and all of them disappearing.,1/11/2005,50.833333,-0.15
2005-12-19 22:40:00,birmingham (uk/england),,gb,circle,240,2-4 minutes,Many orange lights flying over Birmingham which dissapeared.,2/14/2006,52.466667,-1.916667
2007-01-02 21:24:00,solihull (uk/england),,gb,cigar,14,00:14,cigar shape with fourteen blue lights,2/1/2007,52.416667,-1.7833330000000003
2010-01-02 04:42:00,nottingham (uk/england),,gb,triangle,10,5-10 seconds,Triangul shaped UFO&#44 3 bright white lights w/ red glowing light in the middle&#44 large in size&#44 made no noise&#44 was pretty fast,2/14/2010,52.966667,-1.166667
2010-01-02 20:15:00,sunderland (uk/england),,gb,changing,900,15 minutes,east to west flight path over Hylton Castle&#44 Sunderland&#44 SR5 3TP&#44 England,2/14/2010,54.911944,-1.383333
2014-01-02 05:20:00,holywell (uk/wales),,gb,flash,5,5 seconds,Bright white flash over Holywell GB.,1/10/2014,53.283333,-3.25
2000-12-20 23:15:00,whaley bridge (uk/england),,gb,other,120,2 mins,Glowing fuzzy ball that seemed to crash into a valley of forest.,3/16/2001,53.333333,-1.9833330000000002
2003-12-20 20:40:00,manchester (uk/england),,gb,diamond,120,2 minutes,Amazing sighting of UFO over Manchester&#44 England,4/13/2010,53.5,-2.2166669999999997
2006-12-20 23:00:00,liverpool (uk/england),,gb,disk,1800,30 mins,A string of light chasing in the sky (Madness),2/1/2007,53.416667,-3.0
2006-12-21 00:00:00,stockport (uk/england),,gb,diamond,60,1 minute,As I was making my home from some pre-christmas celebrations&#44 I could make out a light above the fog.  It was jiggling about at break n,2/1/2007,53.4,-2.15
2001-01-22 02:50:00,leicester (uk/england),,gb,oval,600,10 minutes,oval shaped blue light,2/18/2001,52.664913,-1.034894
2001-01-22 09:55:00,manchester (uk/england),,gb,teardrop,180,2-3 minutes,transparent teardrop/bauble UFO,2/18/2001,53.5,-2.2166669999999997
2002-01-22 23:34:00,oundle (uk/england),,gb,teardrop,12,12 secs,3 teardrop grey shapes&#44 seen by boarding house&#44 no noice,1/29/2002,52.483333,-0.466667
2003-12-02 23:00:00,liverpool (uk/england),,gb,unknown,900,15 mins approx,Hunts Cross&#44 Liverpool&#44 Orange Lights,12/9/2003,53.416667,-3.0
2005-12-02 18:35:00,gloucester (uk/england),,gb,light,60,1 minute,3 Very Bright Lights All Tightly Next To Each Other Blindingly bright Moved suddenly and disappered,12/16/2005,51.833333,-2.166667
2007-12-02 04:35:00,bridgewater (uk/england),,gb,disk,2,seconds,craft over uk village,6/12/2008,51.129722,-3.000556
2003-12-22 02:30:00,edinburgh (uk/scotland),,gb,light,300,5 minutes,Strange red lights circling the sky&#44 and dissappearing at times.,1/17/2004,55.833333,-3.083333
2003-12-22 17:56:00,gloucester (uk/england),,gb,sphere,60,less than a min,small bubble like object &#44 green and red light effect with radio intereference.,1/17/2004,51.833333,-2.166667
2004-12-22 21:00:00,birmingham (uk/england),,gb,flash,3,3 seconds,3 white lights flash downward within about 0.3 seconds,1/11/2005,52.466667,-1.916667
2004-12-23 00:00:00,oxford (uk/england),,gb,cigar,240,3-4 minutes,silver sparkly object splits into two&#33&#33&#33&#33&#33&#33,1/11/2005,51.75,-1.25
2008-12-22 18:07:00,mablethorpe (uk/england),,gb,light,240,3-4 mins,two orange lights seen over mablethorpe coast&#44 north end&#44  and orb over huttoft coast&#44,1/10/2009,53.333333,0.25
2009-12-22 04:01:00,oldham (uk/england),,gb,triangle,5,5 secs,Black triangle sighted hovering quiet and still over area.,2/14/2010,53.55,-2.1166669999999996
2005-12-23 19:40:00,worcester (uk/england),,gb,light,3,2-3 seconds,worcester uk 23/12/05 17:40 (approx) gmt,2/14/2006,52.166667,-2.166667
2005-12-23 20:30:00,birmingham (uk/england),,gb,triangle,60,1min,ORANGE TRIANGULAR LIGHTS INVERTING AND FLIPPING THROUGH SKY SEEN OVER BIRMINGHAM,2/14/2006,52.466667,-1.916667
2008-12-23 17:11:00,harwich (uk/england),,gb,fireball,120,two minutes,fireballs hover over road and disappear,1/10/2009,51.95,1.3
2008-12-23 21:20:00,north shields (uk/england),,gb,circle,30,20 - 30 seconds,This seemed to be a rendezvous between the huge further away object and the smaller brilliant round flat object that flew over my head.,1/10/2009,55.004722,-1.4727780000000001
2010-12-23 19:30:00,southport (uk/england),,gb,triangle,3600,1 hr,red blue green triangle seen over southport,1/31/2011,53.666667,-3.0
2011-12-23 19:45:00,rotherham (uk/england),,gb,other,60,1 minute,Orange diamond light in sky,1/12/2012,53.433333,-1.35
1997-12-24 20:08:00,watford (uk/england),,gb,circle,5,5 seconds,Dim&#44 orange&#44 circular object (centre of disk brighter than outside edge)&#44 travelling from NE across sky to SW&#44 changing direction by ap,2/16/2000,52.3,-1.116667
2002-12-24 05:25:00,doncaster (uk/england),,gb,circle,180,3 minutes,VERY BIG BRIGHT PINK LIGHT (VERY UNUSUAL COLOUR),3/4/2003,53.533333,-1.116667
2008-12-24 20:00:00,uddingston (uk/scotland),,gb,circle,300,5 minutes,6 bright orange lights moving silently in the sky over Lanarkshire&#44 Scotland,1/10/2009,55.8,-4.066667
2009-12-24 18:30:00,bath (uk/england),,gb,other,30,&quot;0 - 30 seconds,South South West of Bath England at 1830hrs 24 Dec 2009. At speed before stopping and ascending straight upwards and out of sight,2/14/2010,51.379444,-2.365556
2009-12-24 19:06:00,consett (durham co.) (uk/england),,gb,fireball,180,2 3min,i saw a orange ball of light which slowed down nearly stopping when i took a photo of it.,2/14/2010,54.85,-1.833333
2009-12-24 21:05:00,greenock (uk/scotland),,gb,light,60,1 min,Greenock&#44 Scotland&#44 Brigh light &#441 min&#44 the bright light moved light a plane but had no sound and was not that high in the sky.,2/14/2010,55.933333,-4.75
2009-12-24 23:01:00,glasgow (uk/scotland),,gb,triangle,300,5minutes,triangle shape made of 3 circles.multi coloured moving in an odd manner,2/14/2010,55.833333,-4.25
2013-12-24 02:30:00,dartmouth (uk/england),,gb,flash,3,3 seconds,Clear flash following by comet or shooting star.,1/10/2014,50.35,-3.583333
1996-12-25 19:00:00,london (uk/england),,gb,light,120,2 minutes or so,Three round white lights fixed in triangle shape over London&#44 UK night sky on 12.25.96 converged into one.,4/13/2010,51.514125,-0.093689
1998-12-25 16:00:00,haltwhistle (near) (uk/england),,gb,light,300,5 minutes,Bright light followed our car in fog; happened near Hadrian&#39s wall in England&#44 Christmas of 98&#39.,1/17/2004,54.983333,-2.433333
2001-12-25 22:10:00,hartlepool (uk/england),,gb,unknown,600,10 mins,First the ufo was there&#44 then it dissappered.,6/12/2002,54.686111,-1.2125
2002-12-25 00:00:00,london (uk/england),,gb,diamond,300,5 minutes,4 ships burning up.,3/4/2003,51.514125,-0.093689
2005-12-25 04:28:00,horsham (uk/england),,gb,unknown,30,30 seconds,objects on or near the moon,2/14/2006,51.05,-0.333333
2008-12-25 18:15:00,london (uk/england),,gb,light,120,2 minutes,3 lights&#44 orange and red travelling across Londons night sky.,1/10/2009,51.514125,-0.093689
2008-12-25 19:10:00,midgham (uk/england),,gb,other,120,2 minutes,Deep orange sphere travelling west then north west&#44 picture taken. 6x witness.,1/10/2009,51.4,-1.2
2008-12-25 19:45:00,taunton (uk/england),,gb,oval,120,2 minutes,Glowing Oval Object In The UK Night Sky,1/10/2009,51.021111,-3.104722
2008-12-25 20:00:00,st. andrews (uk/scotland),,gb,light,240,3 - 4 min,Two bright lights in Fife,3/19/2009,56.333333,-2.7833330000000003
2009-12-25 17:30:00,birmingham (uk/england),,gb,triangle,120,1 -2 mins,3 orange/yellow lights in triangle formation slowly moveing in triangle formation over bhx airport .the lights slightly flickerd then t,2/14/2010,52.466667,-1.916667
2010-12-25 18:50:00,coventry (uk/england),,gb,light,5,4-5 seconds originally,Incredibly bright Golden Light interrupts Xmas dinner,1/5/2011,52.416667,-1.55
2010-12-25 20:00:00,glasgow (uk/scotland),,gb,sphere,3600,1 hour,UFO&#39s in formation over southside of glasgow&#44 proceeded to return over the course of a few weeks.,11/19/2012,55.833333,-4.25
2010-12-25 20:00:00,nottingham (uk/england),,gb,circle,180,180 seconds,We saw UFO&#39s for 3 to 4 mins we saw&#44 5 Orange Lights&#44 traveling South East in formation of a triangle. No Sound&#33,1/5/2011,52.966667,-1.166667
2012-12-25 20:00:00,raunds (uk/england),,gb,circle,30,30 seconds,Fireball like a helicopter silent and travelling at quite a speed.,2/4/2013,52.333333,-0.533333
2002-12-26 06:55:00,london (south east) (uk/england),,gb,light,600,10 mns,Saw a very bright stationary light  alaso witnessed by my husband. The light suddenly disappeared after a few minutes.,3/4/2003,51.514125,-0.093689
2002-12-26 07:05:00,manchester (uk/england),,gb,other,5,5 seconds,small object that turned towards me/ strong headlights- too low for plane,3/4/2003,53.5,-2.2166669999999997
2006-12-26 19:20:00,glasgow (uk/scotland),,gb,light,120,2 minutes,Orange pulsing light - moved erratically then went straight up and disappeared.,2/1/2007,55.833333,-4.25
2008-12-26 17:30:00,gloucestershire (uk/england),,gb,sphere,480,8 minutes,4 orange spherical objects seen in around 2 minute intervals ont he same path,1/10/2009,51.833333,-2.166667
2008-12-26 21:15:00,reading (uk/england),,gb,fireball,180,3 mins,2 orange balls of light like a plane was on fire,3/19/2009,51.433333,-1.0
2009-12-26 20:00:00,bedford (uk/england),,gb,egg,120,2 mins,Red Craft,2/14/2010,52.133333,-0.45
2009-12-26 21:15:00,dundee (uk/scotland),,gb,fireball,900,15 mins,Around a dozen bright glowing orange objects following exactly the same path before stopping and fading to nothing&#44 as if moving out in,2/14/2010,56.5,-2.9666669999999997
2000-12-27 22:35:00,leeds (uk/england),,gb,disk,6,6 sec&#39s,Sausage shape&#44 bright white&#44 traveling east to west.,1/3/2001,53.8,-1.583333
2006-12-27 20:00:00,bishops castle (uk/england),,gb,sphere,300,5 mins,Two moon sized orange globes hanging in the sky in countryside above hills which were alongside each other then shot off at speed and d,2/1/2007,52.5,-3.0
2007-12-27 21:25:00,hull (uk/england),,gb,light,300,5 mintues,Three orange/amber lights observed in Hull England on the 27th December 2007 at 21:25,3/4/2008,53.716667,-0.333333
2008-12-27 00:00:00,southampton (uk/england),,gb,circle,4,00.04,2 Orange circular lights in sky over Southampton 27/12/08,1/10/2009,50.9,-1.4
2002-12-28 19:10:00,stoke-on-trent (uk/england),,gb,formation,4,4seconds,Red m Shaped Crafts flying in an upside down V formation,3/4/2003,53.0,-2.183333
2005-12-28 17:30:00,lancashire (uk/england),,gb,circle,7200,1-2 hours,strange glowing light in the sky over fleetwood englang uk.,2/14/2006,53.888996,-2.633778
2006-12-28 23:00:00,nottingham (uk/england),,gb,sphere,300,5 minutes,UK orange sphere,2/1/2007,52.966667,-1.166667
2008-12-28 10:30:00,harrogate (uk/england),,gb,oval,900,15minutes,3 orange lights passing over Harrogate UK.,1/10/2009,53.983333,-1.533333
2008-12-28 19:30:00,birmingham (uk/england),,gb,oval,60,1min 30,Sighting of spinning lights near Birmingham UK .   28/12/08 about 7:30pm on the motorway.,1/10/2009,52.466667,-1.916667
2009-12-28 01:25:00,blackburn (uk/england),,gb,light,60,1 minute,bright glowing orange object,2/14/2010,55.866667,-3.6333330000000004
2013-12-28 18:40:00,harrogate (uk/england),,gb,triangle,10,10 seconds,Small triangular formation of lights  performs flight display then vanishes over playing field.,1/10/2014,53.983333,-1.533333
1994-12-29 01:15:00,halifax (uk/england),,gb,sphere,30,30seconds,Strange moving light spotted over Siddal&#44 Halifax&#44 England.,2/18/2001,53.716667,-1.85
2003-12-29 19:00:00,liverpool (uk/england),,gb,circle,300,5 mins,at 17;00 on 29/12/03 i was in the back garden of my house smoking a ciggarette&#44as i was looking up at the sky I saw three round objects,1/17/2004,53.416667,-3.0
2006-12-29 00:53:00,london (uk/england),,gb,egg,15,15 seconds,just a light getting closer and closer then dissapered.,2/1/2007,51.514125,-0.093689
2007-12-29 23:10:00,west sussex (uk/england),,gb,fireball,30,30 seconds,a small orange glowing ball travelling very high and fast and totally silent. Horsham West Sussex&#44 England,3/4/2008,50.916667,-0.083333
2009-12-29 20:00:00,kilmartin (uk/scotland),,gb,light,2,2 seconds,fast bright light that shot straight up into the sky.,2/14/2010,56.116667,-5.483333
2009-12-29 23:20:00,middlesbrough (uk/england),,gb,fireball,60,1 min,ball of fire,2/14/2010,54.572778,-1.162778
2002-12-30 10:00:00,london (uk/england),,gb,unknown,300,about 5 minits,i was visiting my grandmas on on new years in 2002&#44 we were playing cards in the living room and becouse of the smoke&#44 i left the room,8/11/2004,51.514125,-0.093689
2008-12-30 17:45:00,littlehampton (uk/england),,gb,light,180,3 minutes,Orange light seen &#39taking off&#39 and disapearing over sea into distance,1/10/2009,50.8,-0.533333
2001-12-31 09:00:00,leeds (uk/england),,gb,teardrop,180,3 minutes,Teardrop,1/11/2002,53.8,-1.583333
2004-12-31 01:00:00,dunstable (uk/england),,gb,cone,900,15 mins,Cone shaped object,1/11/2005,51.883333,-0.516667
2007-12-31 00:20:00,aldershot (uk/england),,gb,disk,240,3 to 4 minutes,3 Bright Orange Lights&#44 Moving North&#44 North Easterly&#44 Lasting 3 To 4 Minutes,2/14/2008,51.25,-0.766667
2008-12-31 22:00:00,london (uk/england),,gb,light,300,5 minutes,ufo lights seen,1/10/2009,51.514125,-0.093689
2009-12-31 00:13:00,swindon (uk/england),,gb,circle,840,14m,Sentient red lights move across a,2/14/2010,51.516667,-1.7833330000000003
2009-12-31 19:30:00,troon (uk/scotland),,gb,circle,600,10mins,This was a most clear concise sighting of totally inexplicable objects in perfect weather.,2/14/2010,55.533333,-4.6666669999999995
2009-12-31 19:55:00,macclesfield (uk/england),,gb,unknown,120,2 minuites,2 ornage lights-separate craft flying parallel&#44then disappeared,2/14/2010,53.25,-2.1166669999999996
2009-12-31 22:15:00,preston (uk/england),,gb,light,60,60 seconds,Orange light moving quickly,2/14/2010,50.783333,-0.466667
2012-12-31 21:00:00,rotherham (uk/england),,gb,light,300,5 minutes,Two bright orange lights.,2/4/2013,53.433333,-1.35
2012-12-31 22:30:00,douglas (isle of man) (uk/england),,gb,light,120,2 minutes,Orange&#44 large-ish&#44 fast moving&#44 light&#44 could have been attached to a solid craft&#44 Dougals&#44 Isle of Man.,2/4/2013,55.55,-3.85
2000-12-03 23:30:00,new forest (uk/england),,gb,cigar,60,1 min,it was flying low hovering at first the moving off slowly before it dissaperd,12/9/2000,50.833333,-1.6
2002-01-23 14:10:00,wolverhampton (uk/england),,gb,other,900,15 min,4 &#39Star&#39 shaped and coloured craft descend and hover above 2 jets - Wolverhampton UK: 2 witnesses,7/16/2006,52.583333,-2.1333330000000004
2002-12-03 23:30:00,llandrindod wells (uk/wales),,gb,fireball,45,45seconds,My friend noticed that it was clear night  and as she lives in rural locastion with little light polution she decided to view the stars,12/23/2002,52.233333,-3.3833330000000004
2006-12-03 20:13:00,aylesbury (uk/england),,gb,oval,180,3 mimutes,oval object in aylesbury,2/1/2007,51.816667,-0.8
2009-12-03 03:00:00,manchester (uk/england),,gb,triangle,240,4 minutes,Mind Boggling Lights Seen In The Night Sky,2/14/2010,53.5,-2.2166669999999997
2010-01-23 19:45:00,streetly (uk/england),,gb,light,10,10 seconds,Bright green flashing object similar to a shooting star but not.,2/14/2010,52.583333,-1.8833330000000001
2010-01-23 22:45:00,abingdon (uk/england),,gb,light,300,5 mins,strange lights in the sky,2/14/2010,51.666667,-1.283333
2012-01-23 20:10:00,bradford (west yorkshire) (uk/england),,gb,circle,60,60 seconds,Bright circular unidentified object moving very fast,1/24/2012,51.0,-3.183333
2012-01-23 20:10:00,bradford (west yorkshire) (uk/england),,gb,circle,60,60 seconds,Small bright light&#44 moving rapidly and randomly before dissapearing.,1/24/2012,51.0,-3.183333
1976-12-04 14:00:00,hull (uk/england),,gb,egg,1200,20 mins,SMALL OBJECT DARK GREY TO BLACK&#44 APPROX 18 - 24 INCHES ACROSS&#44 ABOUT 12 INCHES IN HEIGHT&#44 WAS STATIONARY AT ABOUT 40 FEET IN THE AIR&#44 S,12/7/2006,53.716667,-0.333333
1979-12-04 20:00:00,burnley (uk/england),,gb,teardrop,120,2 mins,Hi my name is Mark&#44i was nine at the time i saw what now i percieve as a dream and i cannot differenciate as anything other than that b,9/15/2005,53.8,-2.233333
1999-12-04 04:45:00,glasgow (uk/scotland),,gb,light,120,2 minutes,Glasgow&#44 Scotland.,12/2/2013,55.833333,-4.25
2000-01-24 01:10:00,hull (the quadrant estate) (uk/england),,gb,changing,1200,10-20 mins,It looked like a star but circular shaped&#44 with blue paricles dropping from it&#44 then appeared to split in two and appeared white&#44 them,2/16/2000,53.716667,-0.333333
2002-12-04 18:00:00,west molesey (uk/england),,gb,light,180,3 minutes +/-,Stange light seen near Heathrow airport.,12/23/2002,51.4,-0.35
2003-01-24 03:20:00,stoke-on-trent (uk/england),,gb,disk,180,3mins,Sighting first by my husband a 100% life long sceptic he awoke me to see the unusual sightquite high above the horizon over farmland/fo,3/4/2003,53.0,-2.183333
2003-01-24 18:35:00,dover (uk/england),,gb,diamond,30,30secs,Definite sighting by 2 professional people of craft travelling N.E to S.W. in view 30 secs,3/4/2003,51.133333,1.3
2004-01-24 14:00:00,london (uk/england),,gb,triangle,120,2mins,there or not?,1/31/2004,51.514125,-0.093689
2004-12-05 00:00:00,leicester (uk/england),,gb,light,25,25 seconds,Fiery light,12/14/2004,52.664913,-1.034894
2008-12-04 12:00:00,milton (near banbury) (uk/england),,gb,circle,180,2-3 mins,bright slow moving non formation circular objects over north oxfordshire,1/10/2009,51.691111,-4.836389
2009-01-24 19:20:00,cirencester (uk/england),,gb,fireball,240,four minutes-ish,seven fireball shaped objects above cirencester in England,3/19/2009,51.733333,-1.9833330000000002
2009-01-24 23:35:00,norwich (uk/england),,gb,circle,60,1 min,we saw two circular flaring orange shape objects in the sky flying together rather fast&#44 quite low&#44 with no sound.,3/19/2009,52.633333,1.3
2011-12-04 02:00:00,seaton (uk/england),,gb,unknown,1800,30 minutes,Strange orange light moving erratically around the Orion&#39s belt location&#44 dec 2011.,12/12/2011,52.566667,-0.666667
2001-01-25 06:10:00,isle of wight (uk/england),,gb,circle,1140,19 minutes,The sighting was seen at 06.10am on Thursday 25 January 2001 in Ventnor on the Isle of Wight&#44 England.  My name is Mary Short and I am,2/18/2001,50.666667,-1.333333
2002-01-25 19:25:00,mansfield (uk/england),,gb,light,30,30secs,Strange glow in sky at Pleasley,1/29/2002,53.133333,-1.2
2008-01-26 00:00:00,plymouth (uk/england),,gb,triangle,172800,48 hrs,just wondered if you seen anything strange in the last couple of days nr your labs and setup &#44only a question please get bck to me loud,2/14/2008,50.396389,-4.138611
2009-01-25 19:00:00,bristol (uk/england),,gb,light,3600,1 hour,Bright white stationary light in sky&#44 for several days&#44 goes on and off&#44 same time each night.  ((NUFORC Note:  Venus.  PD)),3/19/2009,51.45,-2.583333
1997-12-06 01:45:00,birkenhead (uk/england),,gb,other,9,6>9 secs,Hello. First may I say I had great dificulty in trying to register my details&#44 I hope soon you will open a website that will encom,12/9/2003,53.4,-3.0333330000000003
2000-12-06 21:30:00,sunderland (uk/england),,gb,triangle,300,5 minutes,Large grey tringular hovering object,12/20/2000,54.911944,-1.383333
2001-01-26 21:08:00,carlisle (uk/england),,gb,circle,120,2mins,Fast moving bright light seen in sky over Carlisle,2/18/2001,54.883333,-2.933333
2001-01-26 23:45:00,liverpool (uk/england),,gb,diamond,30,30 seconds,A Diamond shaped&#44 silent&#44 fast&#44 object travelling across the sky.,2/18/2001,53.416667,-3.0
2007-12-06 17:30:00,shropshire (uk/england),,gb,cigar,10,10 seconds,i was standing having a cigarette when i saw a sausage shaped object go through the sky in front of me it didn&#39t zig zag it was true an,3/4/2008,52.666667,-2.75
2008-01-26 19:20:00,basingstoke (uk/england),,gb,disk,30,30 secs,ufo basingstoke u.k.,2/14/2008,51.266667,-1.083333
1998-12-07 16:10:00,alloa (uk/scotland),,gb,oval,300,5 minutes,The UFO in the sky we saw it on a birthday of my friends&#33&#33&#33&#33&#33,5/14/2002,56.116667,-3.8
2002-01-27 16:25:00,porthcawl (uk/wales),,gb,other,5,5 seconds,low flying shining disapearing flying object,2/22/2002,51.479722,-3.706111
2004-01-27 18:43:00,peterborough (uk/england),,gb,light,12,12 seconds,yellow light that hovered and the flew straight the upwards,2/12/2004,52.583333,-0.25
