datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
2011-04-24 15:00:00,harrogate (uk/england),,gb,disk,300,5 mins,ufo&#39s shock family,5/2/2011,53.983333,-1.533333
2012-04-24 23:00:00,lincoln (uk/england),,gb,light,30,30 seconds,Bright light that then dimmed and slowly travelled horizontally across small portion of sky.,5/13/2012,53.233333,-0.533333
2004-04-25 02:40:00,london (uk/england),,gb,triangle,60,1 minute,5 triangle shaped ufo over London,5/4/2004,51.514125,-0.093689
2004-04-25 21:10:00,keighley (uk/england),,gb,sphere,3,2-3 seconds,Whilst looking at the moon I saw a distinct round ball shape object glide past the bright moon I was unable to track the object as it h,4/27/2004,53.883333,-1.916667
2006-04-25 02:20:00,doncaster (uk/england),,gb,light,14400,4 hours,light in the sky,5/15/2006,53.533333,-1.116667
2001-04-26 18:45:00,norwich (there was officer&#39s on the port side) (uk/england),,gb,sphere,180,3mins approx,Dome shaped UFO in Norfolk&#44 England,4/28/2001,52.633333,1.3
2001-04-26 19:00:00,london (uk/england),,gb,oval,30,30 seconds,Grey oval shaped object seen moving across Primrose hill&#44 London,8/5/2001,51.514125,-0.093689
2002-04-26 00:20:00,brighton (uk/england),,gb,cigar,80,1 min 20sec,Problems flying,5/14/2002,50.833333,-0.15
2004-04-26 22:00:00,atherstone (uk/england),,gb,unknown,60,1 minute,White pulsing object&#44 clear night sky.,4/30/2004,52.566667,-1.55
2008-04-26 21:20:00,torquay (uk/england),,gb,other,2400,40 minutes,Photographed object and soundless white/red lights over Torquay&#44 red light shining spotlight and spiralling whte lighte at Preston,6/12/2008,50.45,-3.5
2009-04-26 22:20:00,tamworth (uk/england),,gb,formation,10,10 seconds,Several ufo&#39s flying in formation over midlands&#44 UK,5/12/2009,52.616667,-1.6833330000000002
2009-04-26 23:05:00,woking (uk/england),,gb,sphere,120,2 minutes,Spherical object over Woking silent at about 150 mph,5/12/2009,51.316667,-0.533333
2005-04-27 04:00:00,croydon (uk/england),,gb,unknown,120,2 minutes,Moving star withiut sound which then vanished for no reason.  ((NUFORC Note:  Possible satellite?  PD)),5/11/2005,51.383333,-0.1
2001-04-28 23:10:00,lancashire (uk/england),,gb,sphere,600,10mins,4 spheres apeared from nowhere and left at high speed.,8/5/2001,53.888996,-2.633778
2005-04-28 21:05:00,barnsley (uk/england),,gb,light,30,30 sec,scared the poo out of my cat.........and me........,5/11/2005,51.733333,-1.8833330000000001
2011-04-28 17:57:00,liverpool (kirkdale) (uk/england),,gb,disk,5,5 sec,VERY VISIBLE&#33,5/2/2011,53.416667,-3.0
2005-04-29 15:30:00,chester (uk/england),,gb,triangle,120,few minutes,Black and silver objects high up in sky over Chester&#44 England,7/16/2006,53.2,-2.916667
2007-04-29 22:00:00,lancaster (uk/england).,ms,gb,light,180,3 minutes,ORANGE LIGHT OVER IRISH SEA IN UK. SEEN TO ACCELERATE AWAY,6/12/2007,54.066667,-2.833333
2000-04-30 01:30:00,southampton (uk/england),,gb,triangle,15,15 seconds,large near black object triangle in shape,5/3/2000,50.9,-1.4
2006-04-03 23:45:00,cardiff (uk/wales),,gb,other,30,20-30secs,They sped off in a Northly direction. These were not planes&#44 jets&#44 birds  insects.,5/15/2006,51.5,-3.2
2013-04-03 19:35:00,brigg (uk/england),,gb,light,30,20-30 seconds,Blue/Pink Light,5/15/2013,53.55,-0.483333
1980-04-04 22:00:00,leamington spa (uk/england),,gb,other,300,5 mins,FOR STEELING&#44 IT WAS APPROX 12 TO 15 FEET HIGH AND WAS PURE LIGHT SHAPED LIKE A SQUARE ARMED AND LEGGED ROBOT&#44,8/5/2001,52.3,-1.533333
1999-04-04 23:00:00,eastbourne (uk/england),,gb,teardrop,60,1 minute,I saw a flying saucer on 4 April 1999 over the shores of the English Channel,11/28/2007,50.8,0.25
2000-04-04 17:20:00,cumbernauld (uk/scotland),,gb,oval,6,5-6sec,oval black with white or silver underside going very fast,4/15/2000,55.95,-3.983333
2003-04-04 01:00:00,staplefield (uk/england),,gb,egg,120,2 mins,Egg shaped hovring craft with purple and green lights,5/2/2003,51.033333,-0.183333
2004-04-04 22:25:00,london (uk/england),,gb,cross,90,60-90 seconds,wavering and no sound,4/9/2004,51.514125,-0.093689
2006-04-04 13:00:00,salford (uk/england),,gb,cigar,60,1 min,Cigar shaped object fixed in the sky rotating but fixed in same position metallic in colour,5/15/2006,52.033333,-0.633333
2006-04-04 21:20:00,leigh (uk/england),,gb,circle,1200,approx 20 mins,3 UFOS over Leigh Lancashire,5/15/2006,52.183333,-2.316667
2009-04-04 00:25:00,manchester (uk/england),,gb,fireball,180,3 minutes,A fireball like object slowly moving across the sky. Twinkling colours around the edge. Then disapeared high up in the sky.,4/14/2009,53.5,-2.2166669999999997
2009-04-04 00:25:00,portsmouth (uk/england),,gb,light,15,15 seconds,Bright large white ball of light fell through clouds and pulled up then vanished of IBM headquaters in Portsmouth in the UK,4/14/2009,50.7967,-1.083333
2009-04-04 21:00:00,reading (uk/england),,gb,light,420,7 mins,Five glowing orange balls crossed from west to east approx one min apart all going at the same speed same hight and same flight path in,4/14/2009,51.433333,-1.0
1996-04-05 15:00:00,burgess hill (uk/england),,gb,triangle,120,2 mins,My husband was in the garden when he came rushing inside and said he had to use the phone to report something he had seen. he has an in,3/11/2003,50.966667,-0.13333299999999998
2003-04-05 00:30:00,oxford (uk/england),,gb,unknown,300,5 mins,I turned off my CD&#44 and engine to make sure it wasn&#39t a plane&#44 and there was no sound at all.,5/13/2003,51.75,-1.25
2003-04-05 18:53:00,dundee (uk/scotland),,gb,egg,900,15mins,My friend and i saw an egg shaped craft in the sky which we shot at and it disappeared.,5/9/2003,56.5,-2.9666669999999997
2004-04-05 02:14:00,derby (uk/england),,gb,cigar,240,4 mins +,2 cigar shaped objects moving accross the early morning sky in an un natural mannor and motion.,6/18/2004,53.166667,-1.583333
2009-04-05 01:00:00,basingstoke (uk/england),,gb,light,2,2 secs,5 april 2009  1:00 AM very bright light travelling south to north over basingstoke&#44 probably a meteor .,4/14/2009,51.266667,-1.083333
2009-04-05 19:00:00,taunton (somerset) (uk/england),,gb,sphere,180,3:mins,Orange Sphere seen over Taunton somerset UK.,12/12/2009,51.021111,-3.104722
2011-04-05 20:40:00,london (uk/england),,gb,light,900,15min,three very bright orange lights,5/2/2011,51.514125,-0.093689
2014-04-05 20:10:00,sutton in ashfield (uk/england),,gb,cross,180,3 minutes,Buzzing object in sky.,4/11/2014,53.116667,-1.266667
1996-04-06 20:00:00,st. helens (uk/england),,gb,disk,360,6 mins,Saucer shaped craft&#44 stationary in sky at night&#44 white visible silhouette no surface detail,3/4/2003,53.45,-2.733333
1999-04-06 01:15:00,aberdeen (uk/scotland),,gb,fireball,4,4 secs,Seemed like an enermous asteroid entering Earth.,8/5/2001,57.166667,-2.666667
2001-04-06 16:34:00,london (uk/england),,gb,formation,600,10 mins,Dark blue with green lights and moving very fast.,8/5/2001,51.514125,-0.093689
2006-04-06 21:50:00,leeds (uk/england),,gb,light,10,5-10 seconds,two bright lights in sky - Brightened then dimmed -  definatly not a plane,5/15/2006,53.8,-1.583333
2008-04-06 00:56:00,worksop (uk/england),,gb,unknown,300,5 + minutes,Undetermined shape&#44 with wings and fin&#44 with continuous row of lights round the side and back&#44 with red green and orange lights,6/12/2008,53.3,-1.133333
2009-04-06 16:40:00,boston (uk/england),,gb,triangle,30,30 seconds,Black Triangle-Boston Docks,4/14/2009,52.983333,-0.016666999999999998
2000-04-07 01:15:00,cardross (uk/scotland),,gb,fireball,10,10 seconds,it was a green fireball like a firework or a flare coming from the sky and it lit up the road which i was driving on&#44 it then flew acro,4/15/2000,55.966667,-4.633333
2001-04-07 22:54:00,eynsham (uk/england),,gb,disk,120,2minutes,1 landed and abducted the dog,8/5/2001,51.766667,-1.383333
2006-04-07 11:30:00,london (uk/england),,gb,oval,15,brief,Non believer sees opaque ring shaped object in Central London&#44 England,5/15/2006,51.514125,-0.093689
2008-04-07 22:30:00,derbyshire (uk/england),,gb,circle,90,1min 30secs,Bright red and orange glowing circle moving fast and then hovering for a few seconds then it and moved away,7/5/2008,53.166667,-1.583333
2010-04-07 23:00:00,cumbria (uk/england),,gb,light,420,5-7 mins aprox,Orange coloured orb in sky.,4/13/2010,54.583333,-2.833333
2012-04-07 09:50:00,peterborough (uk/england),,gb,rectangle,180,2-3 minutes,White rectangular object darting in and out of Cloud base,4/18/2012,52.583333,-0.25
1999-04-08 03:30:00,leicester (uk/england),,gb,formation,40,30-40 seconds,Driving home i stopped at traffic lights. I saw a formation of 3 orange/brown lights flying in a equalateral formation (about a mile aw,5/24/1999,52.664913,-1.034894
2002-04-08 11:50:00,oldham (uk/england),,gb,light,300,5 mins,oval light,11/20/2002,53.55,-2.1166669999999996
2003-04-08 23:45:00,torquay (uk/england),,gb,formation,15,15 sec,seven silent gliding sphers,8/28/2003,50.45,-3.5
2004-04-08 19:30:00,rubery (uk/england),,gb,cigar,1800,30 minutes,A long black shape which appeared to be changing shape as it drifted high in the direction of a slight breeze.,9/9/2004,52.4,-2.016667
2008-04-08 03:00:00,wrexham (uk/england),,gb,sphere,900,15 mins,Orange globe over Wales UK.,6/12/2008,53.05,-3.0
2010-04-08 22:00:00,knottingley (uk/england),,gb,circle,120,2 mins,a orange circle shaped object with a moving bright flame,4/13/2010,53.7,-1.233333
2013-04-08 20:45:00,croydon (uk/england),,gb,circle,40,40 seconds,An unusal round object taking off with white blaze,4/12/2013,51.383333,-0.1
2007-04-09 22:50:00,london (uk/england),,gb,light,600,10 minutes,flaring ufo chased by helicopters,10/8/2007,51.514125,-0.093689
2008-04-09 03:00:00,haworth (uk/england),,gb,light,180,3mins,One dim white light followed by a much brighter silvery &#39ball&#39 of light&#44 moving at first slowly&#44 almost directly above and in parallel.,4/17/2008,53.816667,-1.95
2011-04-09 15:30:00,london (uk/england),,gb,sphere,3,3 seconds,4 spheres floating in formation spotted from American Airlines flight 155 from London to Boston.,5/2/2011,51.514125,-0.093689
2014-04-09 18:00:00,kent (uk/england),,gb,cylinder,600,5-10 minutes,Two long poles set apart&#44 shimmering in sunlight like silver&#44 moving slowly - seen in daylight hours,4/11/2014,51.25,0.75
1999-05-10 23:30:00,edinburgh (uk/scotland),,gb,formation,10,10secs,a formation of aprox 15 tiny red oblongs in an oblong shape &#441 inch in size due north of the city. with a small number of things of the,5/24/1999,55.833333,-3.083333
2003-05-10 01:00:00,leamington spa (uk/england),,gb,light,300,5 mins,Two yellow lights moving fast changing direction very abruptly.,10/7/2003,52.3,-1.533333
2003-05-10 04:00:00,boscastle (cornwall) (uk/england),,gb,sphere,2700,45 mins,Small balls of light in the woods UK,10/31/2003,50.683333,-4.683333
2003-05-10 11:30:00,belfast (uk/n. ireland),,gb,oval,600,10min,the object hoverd then droped and split into 2 different crafts,7/16/2003,54.583333,-5.933333
2003-05-10 23:35:00,cardiff (uk/wales),,gb,unknown,3,3 seconds,My son and I were looking at the night sky&#44 in Cardiff&#44 UK having let the dog out. My son (an MSc) noticed a light in the sky&#44 moving e,5/27/2003,51.5,-3.2
2004-05-10 15:41:00,hertfordshire (uk/england),,gb,changing,540,9 minutes,GLOBULAR ALIEN?,10/27/2004,51.833333,-0.25
2010-05-10 21:00:00,hereford (uk/england),,gb,sphere,180,3 minutes,Orange balls of lights and black Triangle in Hereford England UK.,9/24/2012,52.05,-2.7166669999999997
1981-05-11 23:00:00,warminster (uk/england),,gb,circle,120,2 minutes,Hi&#44 My signting was a long time ago (1981). Although at the time I went to the Police station and reported the sighting and told everyo,10/30/2012,51.203611,-2.1808330000000002
2000-05-11 22:00:00,scarborough (uk/england),,gb,light,300,5 mins,as i was driving from filey north yorkshire to hunmanby north yorkshire i saw a red light which appeared to be quite large and at low a,10/12/2001,54.287222,-0.414167
2001-05-11 00:00:00,london (uk/england),,gb,other,10,10 seconds,Hostile close up encounter. 500 Lights On Object0: Yes,6/5/2012,51.514125,-0.093689
2001-05-11 20:32:00,london (uk/england),,gb,light,1200,15- 20 minutes,Three lights rotated in perfect sychronisity then dispersed across the sky.,3/19/2002,51.514125,-0.093689
2003-05-11 00:00:00,birmingham (uk/england),,gb,light,60,1 min,Is this the same UFO i always see,5/27/2003,52.466667,-1.916667
2005-05-11 02:30:00,wakefield (uk/england),,gb,circle,1800,30mins,Orb with four red lights.,5/24/2005,53.7,-1.483333
2005-05-11 21:30:00,falkirk (uk/scotland),,gb,light,30,30s,stange long light in a vertical position hi in the sky,10/11/2005,56.0,-3.75
2006-05-11 19:30:00,london (uk/england),,gb,light,1200,15-20 minutes,7 bright red lights hovering and then shooting upwards into space at an alarming rate&#33,12/7/2006,51.514125,-0.093689
2007-05-11 21:09:00,croydon (uk/england),,gb,formation,300,5 minutes,There were glowing orange rings of heated metal.,7/22/2013,51.383333,-0.1
2009-05-11 00:03:00,york (uk/england),,gb,sphere,5,4 - 5 secs,Star like object moving from left to right&#44 a part of the object detached and moved directly downwards at 90 degrees from the main obje,6/9/2009,53.954115,-1.064262
2009-05-11 22:45:00,newcastle upon tyne (uk/england),,gb,fireball,4,4 seconds,((HOAX??  Student report))  Witnessed 30ft diameter meteor type thing accelerate into the sky then disappear after five seconds&#8230;,5/12/2009,54.988056,-1.619444
2010-05-11 00:01:00,hounslow (uk/england),,gb,cylinder,300,5 mins,((HOAX/OBSCENE)  ((deleted)) scary,2/18/2011,51.466667,-0.35
1997-05-01 16:00:00,torquay (uk/england),,gb,circle,20,20 seconds,UFO in Torquay in the UK.,8/28/2003,50.45,-3.5
2002-05-01 23:05:00,birmingham (uk/england),,gb,light,600,10mins,objects that appear as stars &#39dancing&#39 in the sky.,5/14/2002,52.466667,-1.916667
2003-05-01 19:00:00,wakefield (uk/england),,gb,triangle,180,3 minutes?,me and my cousen were walking home from a fishshop when we stopped to look at what we assumed to b some srt of shooting star. seconds l,5/11/2005,53.7,-1.483333
2004-05-01 23:00:00,dunstable (uk/england),,gb,sphere,18000,5 hours,Shooting Stars?,7/25/2004,51.883333,-0.516667
2005-05-01 23:15:00,hartlepool (uk/england),,gb,cylinder,120,2 minutes approx,Cylindrical object performing complex maneuvers then accelerating at great speed out of my sight.,5/11/2005,54.686111,-1.2125
2009-05-01 23:30:00,spilsby (uk/england),,gb,other,300,5 minutes,Formation of lights rise and shoot off.,7/14/2013,53.183333,0.1
2002-05-12 00:30:00,london (uk/england),,gb,light,20,20 seconds,Very bright light falling from the sky then stopping in mid air and shooting off into the horizon,5/14/2002,51.514125,-0.093689
2004-05-12 12:07:00,london (uk/england),,gb,egg,120,2mins,Flesh textured and dark&#44 with lights on side.,7/5/2005,51.514125,-0.093689
2007-05-12 00:00:00,welwyn garden city (uk/england),,gb,light,900,15mins,10-12 yellow lights above welwyn garden city 12th May 2007,6/12/2007,51.8,-0.2
2009-05-12 23:18:00,nantwich (uk/england),,gb,light,240,4 minutes,saw a object very bright ball of light no sound&#44 passed over us and a landing plane on the 12/5/09 @ 23:18 - 23:22,6/9/2009,53.066667,-2.516667
2010-05-12 00:00:00,hull (hull) (uk/england),,gb,other,60,1 min,Hull england  Lights 1-2 Mins cluster of lights (Around 10-15),6/3/2010,53.716667,-0.333333
2010-05-12 01:24:00,bedlington (uk/england),,gb,other,20,20 seconds,40ft across black boomerang shape/5 green lights underneath/ approx 50ft above&#44 very close and terrifying encounter,5/12/2010,55.1325,-1.585556
1983-05-13 17:00:00,london (uk/england),,gb,disk,120,2 mins,silver disc sighted on Waterloo Bridge&#44 London&#44 England in 1983,6/20/2005,51.514125,-0.093689
2001-05-13 20:00:00,rugeley (uk/england),,gb,changing,2400,40 minutes,It was pureley by chance that this unidentified object was spotted by my friend and I&#44 I was preparing to go to work for the evening&#44 w,6/4/2004,52.766667,-1.9333330000000002
2006-05-13 00:00:00,london (uk/england),,gb,light,20,20 seconds,massive bright light&#44 low in the sky,7/16/2006,51.514125,-0.093689
2008-05-13 03:40:00,essex (uk/england),,gb,light,360,5/6 minutes,Bright white flashing light&#44 emitting sparks&#44 making a slow incline over Essex coast in England.,6/12/2008,51.833333,0.583333
2009-05-13 23:30:00,paisley (uk/scotland),,gb,light,60,1 min,single bright light moved smoothly from the south turned east and moved rapidly,6/9/2009,55.833333,-4.433333
2012-05-13 20:44:00,reading (berkshire) (uk/england),,gb,circle,60,1 minute,Two circular discs on sky at night photos not visible to the naked eye. Moved in three photos.,5/29/2012,51.433333,-1.0
2001-05-14 22:30:00,exeter (uk/england),,gb,light,4,3-4 sec.,It was bright bluey white no exast no sound that I new of and dissapeard leaving only a splitt second of orange,8/5/2001,50.7,-3.5333330000000003
2006-05-14 03:45:00,newcastle upon tyne (uk/england),,gb,light,120,2 minutes,two lights (north sea&#44 uk),5/15/2006,54.988056,-1.619444
1972-05-15 12:45:00,bicester (uk/england),,gb,sphere,180,three minutes,Orange sphere traveling in the sky&#44 leaving vapor trail&#44 appears to hover w/o vapor&#44 then proceeds to travel&#44 leaving a vapor trail,7/4/2012,51.9,-1.15
1986-05-15 21:00:00,liverpool (uk/england),,gb,rectangle,15,15 seconds,Rectangular&#44 silent craft gliding over houses about 100 feet up.,6/12/2008,53.416667,-3.0
1993-05-15 20:00:00,london (uk/england),,gb,other,2700,45.min,ufo sighted near alexandra palice north london,4/8/2002,51.514125,-0.093689
1997-05-15 13:00:00,bedford (uk/england),,gb,triangle,300,5 minutes,Triangular object over field in England on sunny day&#44 1997,5/14/2002,52.133333,-0.45
1998-05-15 15:00:00,manchester (uk/england),,gb,triangle,240,~4 minutes,Triangular craft spotted low down in UK.,11/11/2013,53.5,-2.2166669999999997
2000-05-15 01:00:00,derby (uk/england),,gb,diamond,300,5 mins,10 UFO seen in space of 5 minutes moving in fleet formation,6/20/2005,53.166667,-1.583333
2003-05-15 21:37:00,portsmouth (uk/england),,gb,egg,840,14 minutes,bright light moving rapidly side to side&#44 clock spinning,5/27/2003,50.7967,-1.083333
2003-05-15 22:00:00,northallerton (uk/england),,gb,disk,30,about 30 seconds,Myself and my sister saw a saucer shaped object in Norththern England,10/7/2003,54.333333,-1.433333
2003-05-15 23:30:00,mansfield (uk/england),,gb,sphere,900,15 minutes,weird lights over north nottinghamshire,5/27/2003,53.133333,-1.2
2003-05-15 23:30:00,mansfield (uk/england),,gb,sphere,900,15 minutes,whilst out on the back yard i spotted 3 spheres in the sky&#44 the 3 were tightly bunched and appeared as one they moved at a rapid pace i,5/27/2003,53.133333,-1.2
2005-05-15 12:00:00,surrey (uk/england),,gb,circle,120,2 minutes,Orange &quot;ball&quot; in the sky,5/24/2005,51.269738,-0.402165
2005-05-15 13:00:00,hounslow (middlesex) (uk/england),,gb,light,900,15 mins,spotted 3 very bright&#44 shiny&#44 distant lights moving about in the sky,5/24/2005,51.466667,-0.35
2005-05-15 15:00:00,grays (essex) (uk/england),,gb,changing,30,30secs,Ball shaped ufo seen in england by three witnesses.,5/24/2005,51.483333,0.333333
2005-05-15 16:00:00,london (uk/london),,gb,disk,240,4mins,I have this craft on tape IF YOU WISH TO HAVE A COPY OF IT,10/11/2005,51.514125,-0.093689
2005-05-15 17:00:00,coventry (uk/england),,gb,cigar,60,1 minute,dark  tumbling cylinder sighted in binoculars coventry uk,5/24/2005,52.416667,-1.55
2005-05-15 19:00:00,bedford (uk/england),,gb,triangle,5400,90minutes,Total of 26 bright  white lights in blue sky,5/24/2005,52.133333,-0.45
2009-05-15 01:00:00,wolverhampton (uk/england),,gb,cone,7200,2 hrs,((HOAX??))  At my grandmars and I hered somthing so I went to to my grandmas room to see if she was o.k. and then i saw this co,7/28/2010,52.583333,-2.1333330000000004
2010-05-15 22:30:00,preston (uk/england),sk,gb,fireball,60,1 minute,looked like a plane but was lit up red and then it slowed down and stopped then changed direction but going much slower and then just d,6/3/2010,50.783333,-0.466667
2001-05-17 22:15:00,middlesborough (uk/england),,gb,unknown,30,30 secs,I was stood having a cigarette in the garden and as usual i just looked up at the stars&#44 especially Orion&#44 and a light only seen as a s,8/5/2001,54.572778,-1.162778
2004-05-17 02:45:00,southampton (uk/england),,gb,formation,900,15 mins,for about 15 mins me and a freind watched 9 lights in formation in the south of england (uk) on the 05/17/04,6/4/2004,50.9,-1.4
2004-05-17 22:00:00,doncaster (uk/england),,gb,oval,2,2 seconds,17 May 2004 - UFO sighting in the UK. Three large oval shaped lights moving very fast in the sky.,6/4/2004,53.533333,-1.116667
2005-05-18 21:50:00,leicester (uk/england),,gb,unknown,180,2-3 mins,3 bright lights and a small red light on a circular craft,5/24/2005,52.664913,-1.034894
2006-05-18 21:20:00,lancashire (uk/england),,gb,unknown,10,10 seconds,Lancashire&#44 UK at about 9:30pm&#44 an UFO passed over a crowd on BIG BROTHER live on Channel 4.  The UFO sighted by me was too bright to b,7/16/2006,53.888996,-2.633778
2010-05-18 21:00:00,birmingham (uk/england),,gb,triangle,3600,1 hour,((HOAX??))  it was scary shocking a starnge.,6/3/2010,52.466667,-1.916667
2004-05-19 14:15:00,kent (uk/england),,gb,cigar,900,15minutes,black cigar shaped object,6/4/2004,51.25,0.75
2007-05-19 23:50:00,london (uk/england),,gb,light,240,4 min,If I had only seen the two lights I would have let it go but the following lights clarified this was maybe a once in a life time moment,6/12/2007,51.514125,-0.093689
2011-05-19 22:50:00,darlington (uk/england),,gb,teardrop,180,3 minutes,Two orange oibjects travelling 12 feet apart across the night sky- never seen this before,5/29/2011,50.45,-3.7166669999999997
2001-05-20 23:00:00,london (uk/england),,gb,changing,10800,3hrs.,An amazing and beautiful collection of bright lights that spoke kindly and manipulated matter.,8/5/2001,51.514125,-0.093689
2006-05-20 01:20:00,newcastle upon tyne (uk/england),,gb,unknown,10,8-10  seconds,Well I was watching a movie with my girlfriend.We live on the sixth floor of an 8 storey building. All of a sudden a very bright light,7/16/2006,54.988056,-1.619444
2000-05-21 04:50:00,glasgow (uk/scotland),,gb,cylinder,180,3 minutes,2 craft - fast moving - strange design - unconventional motion - red light pulse mobilising the craft - would raf allow new jets in urb,8/5/2000,55.833333,-4.25
2007-05-22 00:00:00,oxford (uk/england),,gb,cigar,900,15 mins,cigar rotating from end toend the size of 2jumboes,6/12/2007,51.75,-1.25
2009-05-02 21:20:00,coningsby (uk/england),,gb,sphere,180,3 mins,Ball of light travelling in straight line over Lincolnshire in the clear night sky,5/12/2009,53.116667,-0.166667
2009-05-02 22:35:00,birmingham (uk/england),,gb,sphere,360,6mins,U.F.O seen over Birmingham U.K. 2nd May 2009,5/12/2009,52.466667,-1.916667
2012-05-02 22:00:00,douglas (isle of man)(uk/england),,gb,fireball,20,20 seconds,Bright round orange/amber glowing object travelling SW at approx 7000ft over Douglas&#44 Isle of Man.,12/2/2013,55.55,-3.85
2007-05-22 21:00:00,ellesmere port (uk/england),,gb,other,2100,35 mins,What shocked us was the movement and the amount of time the object was visible for.,6/12/2007,53.283333,-2.9
2010-05-22 22:25:00,handforth (uk/england),,gb,unknown,4,0-:04,came over the house in distance wet past my window and disappared,6/3/2010,53.35,-2.2166669999999997
2010-05-22 22:28:00,mansfield (uk/england),,gb,fireball,600,10 minutes,5+ fiery balls moving at high speed with direction changes.,6/3/2010,53.133333,-1.2
2012-05-22 16:40:00,swansea (uk/england),,gb,disk,60,1min,Disk shaped craft seen moving silently from south west to the south east reflecting sunlight from the top of the craft.,5/29/2012,51.633333,-3.9666669999999997
2012-05-22 20:30:00,gwent (uk/wales),,gb,other,480,8 minutes,Very slow moving object&#44 when looking looking through binoculars the object was made up of two white lights.,5/29/2012,51.666667,-3.0
2001-05-23 21:11:00,manchester (uk/england),,gb,teardrop,1140,19 mins,there were two&#44 then there were four,8/5/2001,53.5,-2.2166669999999997
2006-05-23 11:00:00,st. andrews (uk/scotland),,gb,sphere,30,30 sec,I was watching the events taking place on the turn (9th green and 10th fairway) on the St Andrews Old Course golf links where I sit for,7/16/2006,56.333333,-2.7833330000000003
2010-05-23 18:15:00,thornton heath (uk/england),,gb,rectangle,300,5 minutes,Now I see ufos nearly every day,6/3/2010,51.4,-0.1
2001-05-24 00:57:00,winchester (uk/england),,gb,other,4,4secs,Caterpillar of 4b orange orbs linked like atrain moving very fast in BW to SE direction over Winchester UK,8/5/2001,51.016667,-1.316667
2003-05-24 19:20:00,birmingham (uk/england),,gb,oval,300,5 min,Oval silver Craft,5/27/2003,52.466667,-1.916667
2009-05-24 22:30:00,stoke-on-trent (uk/england),,gb,light,600,10 min,6 lights seen above local town slowly disapearing,6/9/2009,53.0,-2.183333
2012-05-24 21:45:00,london (uk/england),,gb,formation,30,30 seconds,Over 10 bright red orbs in the sky&#44 seemed to be in a formation or group&#44 they were completely still,5/29/2012,51.514125,-0.093689
2003-05-25 02:15:00,birmingham (uk/england),,gb,light,480,8 min,2 crafts going opposite ways ???,5/27/2003,52.466667,-1.916667
2005-05-25 17:00:00,london (uk/england),,gb,circle,10,10 second,I was shooting to london bridge&#44 when i decided to shot this building that was eggshape . in the left corner is the craft.,6/20/2005,51.514125,-0.093689
2012-05-25 13:30:00,london (uk/england),,gb,triangle,120,2 minutes,Triangle Shaped UFO captured over Victoria Park&#44 London UK - 25/05/2012,6/5/2012,51.514125,-0.093689
2004-05-26 00:00:00,london (hamstead heath) (uk/england),,gb,formation,600,10 min,hamstead heath the new ufo&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33,6/4/2004,51.514125,-0.093689
2006-05-26 02:30:00,arbroath (uk/scotland),,gb,rectangle,4,3-4sec,Arbroath UK - Large fireball type object disappears over the North Sea,7/16/2006,56.55,-2.583333
2010-05-26 22:08:00,torquay (devonshire) (uk/england),,gb,light,240,4 min,bright red glowing lights&#44flashing with inner white to amber,6/3/2010,50.45,-3.5
2001-05-27 01:30:00,leeds (uk/england),,gb,triangle,300,5 mins,While searching for a star I spotted a air born pyramid.,8/5/2001,53.8,-1.583333
2002-05-27 08:17:00,llanfairfechan (uk/wales),,gb,circle,10,10 seconds,Saw a bright light in the sky,6/12/2002,53.25,-3.983333
2003-05-27 23:06:00,ipswich (uk/england),,gb,light,30,30seconds,probably satellite 23:06 05/27/03 over Ipswich UK.,5/27/2003,52.083333,1.166667
2009-05-28 23:00:00,southampton (uk/england),,gb,circle,120,2 min,Southampton England&#44 big round light&#44 5 minutes&#44 big red fire ball moving from the west between 600 and 1000 feet.,6/9/2009,50.9,-1.4
2000-05-29 18:00:00,wolverhampton (uk/england),,gb,formation,3,3 seconds,formation of 3 lights speeding across sky,8/5/2001,52.583333,-2.1333330000000004
2001-05-30 23:20:00,wrexham (uk/england),,gb,light,360,6 minutes,Large bright light rapidly climbing in an arc into a pinprick then vanishing.,8/5/2001,53.05,-3.0
2005-05-30 03:00:00,wolverhampton (uk/england),,gb,changing,180,3 min,dissapearing bright orange objects,6/20/2005,52.583333,-2.1333330000000004
2007-05-30 01:07:00,keele (uk/england),,gb,formation,120,2 min,linier craft of four lights&#44 3 lights close together&#44 one half amile away. moving west over keele.,6/12/2007,53.0,-2.2833330000000003
2009-05-30 23:43:00,bristol (uk/england),,gb,circle,1200,20 minutes,5 Orange orb like objects over Bristol&#44 UK,6/9/2009,51.45,-2.583333
2010-05-30 02:20:00,bristol (uk/england),,gb,rectangle,60,1 minute,Large rectangular UFO with glowing lights spotted in the United Kingdom.,6/3/2010,51.45,-2.583333
2002-05-31 23:05:00,swansea (uk/england),,gb,light,10,5-10 seconds,Light Night,6/12/2002,51.633333,-3.9666669999999997
2005-05-31 01:20:00,doncaster (south yorkshire) (uk/england),,gb,unknown,600,10 minutes,Bright red light hovering and taking off,6/20/2005,53.533333,-1.116667
2005-05-31 19:45:00,london (uk/england),,gb,oval,6,6 seconds,A very bright silver oval type disk&#44 going very fast through the air&#44 then suddenly taking a turn a disappearing into the clouds.I saw,6/20/2005,51.514125,-0.093689
